0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82
1270159.0,8925.0,53157.0,7608.0,53.0,17.0,47233.0,357.0,1.0,1.0,37.0,117.0,36.0,31.0,20200.0,0.0,117.0,117.0,12549.0,0.0,5550114.0,4446185.0,6422.0,0.0,358.0,366.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,4209411.0,3822806.0,30.0,117.0,10811.0,8869.0,9395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17683.0,16388.0,9835.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0,1.0,117.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4313071.0,9152.0,80.0,9052.0,54142.0,6.0,42752.0,4388940.0,4.0,4.0,935.0,293.0,934.0,0.0,85896.0,199548.0,293.0,0.0,7262.0,19087.0,1171110.0,1775779.0,2789324.0,4183646.0,1225242.0,16.0,195399.0,413001.0,2443986.0,160596.0,12996.0,1615034.0,2400417.0,2719738.0,1140252.0,246.0,0.0,0.0,0.0,0.0,136.0,136.0,1901459.0,1239308.0,0.0,935.0,43026.0,92818.0,95410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40319.0,60236.0,5663.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,935.0,4.0,293.0,-1.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401431.0,8907.0,50743.0,7012.0,80.0,6.0,58494.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4449311.0,1003.0,0.0,56.0,64.0,55.0,570.0,0.0,55.0,55.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,4212836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2238.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449793.0,8966.0,57796.0,7608.0,53.0,17.0,71821.0,480.0,1.0,1.0,41.0,89.0,40.0,35.0,22878.0,0.0,89.0,89.0,9253.0,0.0,5512196.0,4445202.0,8486.0,0.0,481.0,489.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,4208459.0,3821401.0,34.0,89.0,8836.0,3160.0,3384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15084.0,18230.0,7171.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,1.0,89.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636029.0,8731.0,54515.0,7608.0,53.0,17.0,75268.0,13818.0,1.0,1.0,38.0,133.0,37.0,32.0,20847.0,0.0,133.0,133.0,14651.0,0.0,4707899.0,4323198.0,219804.0,0.0,13819.0,13827.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,4102848.0,3700559.0,31.0,133.0,12806.0,11774.0,12357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20236.0,16865.0,11435.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,1.0,133.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4303566.0,10304.0,35132.0,8059.0,80.0,6.0,43201.0,30994.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194421.0,376950.0,0.0,30995.0,31003.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,32.0,3995662.0,3596396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4478335.0,10300.0,59809.0,8062.0,80.0,6.0,83692.0,14171.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4319962.0,223825.0,0.0,14172.0,14180.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,4100618.0,3697988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,32738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501983.0,10308.0,50657.0,8062.0,80.0,6.0,84762.0,1963.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4432789.0,30084.0,0.0,1964.0,1972.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,4195955.0,3807376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,32738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4090046.0,9129.0,51842.0,15885.0,80.0,6.0,76181.0,116145673.0,16.0,14.0,443.0,706.0,431.0,0.0,13998.0,56056.0,706.0,0.0,4068.0,24876.0,104042.0,614606.0,3986749.0,5734607.0,1976324.0,22.0,2178555.0,2436302.0,4090771.0,1213729.0,5264.0,2722115.0,3279522.0,3902759.0,1772620.0,97109.0,0.0,0.0,0.0,0.0,332.0,424.0,593789.0,223817.0,0.0,706.0,3495.0,31029.0,31965.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5248.0,11985.0,3389.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,443.0,14.0,706.0,8192.0,172.0,12.0,20.0,273601.0,206080.0,234826.0,70481.0,440826.0,115382.0,233536.0,371522.0
4537089.0,10311.0,52963.0,8062.0,80.0,6.0,85429.0,818.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4442495.0,14192.0,0.0,819.0,827.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,4205553.0,3817861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,32738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4310138.0,9152.0,80.0,9052.0,48276.0,6.0,42979.0,4348254.0,4.0,4.0,935.0,394.0,934.0,0.0,85896.0,199548.0,394.0,0.0,10312.0,25861.0,2100719.0,1819205.0,2727549.0,4519070.0,1316623.0,14.0,62495.0,152652.0,668193.0,36215.0,24.0,1584744.0,2369270.0,3121193.0,1231563.0,6542.0,0.0,0.0,0.0,0.0,136.0,136.0,1941704.0,1283728.0,0.0,935.0,52311.0,98448.0,101159.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47003.0,60236.0,8035.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,935.0,4.0,394.0,-1.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384417.0,8880.0,50062.0,7012.0,80.0,6.0,49178.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4449295.0,1043.0,0.0,58.0,66.0,57.0,594.0,0.0,57.0,57.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,4212820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2239.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210269.0,15323.0,57416.0,7837.0,3389.0,6.0,51807.0,2699672.0,8.0,8.0,1148.0,1581.0,676.0,0.0,70918.0,148319.0,1173.0,0.0,26953.0,63382.0,3406742.0,3056333.0,1344669.0,2547751.0,456162.0,58.0,1016032.0,1394078.0,3534918.0,643632.0,8741.0,1030861.0,1039109.0,946241.0,387180.0,197466.0,0.0,0.0,0.0,0.0,172.0,172.0,2911689.0,2558820.0,0.0,1173.0,63628.0,91164.0,93722.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,49363.0,48474.0,21057.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1148.0,8.0,1581.0,8192.0,62852.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3650968.0,33193.0,443.0,7934.0,49536.0,6.0,64899.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4449154.0,1318.0,0.0,71.0,79.0,70.0,732.0,0.0,70.0,70.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,4212744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,133.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352159.0,10309.0,54368.0,8059.0,80.0,6.0,71633.0,20642609.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308911.0,4286330.0,0.0,2100303.0,304252.0,1648255.0,2640781.0,0.0,1295413.0,374156.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,413629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2049.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,593395.0,0.0,353141.0,478867.0
4410890.0,9155.0,80.0,9038.0,57947.0,6.0,83237.0,16417.0,4.0,3.0,935.0,266.0,934.0,0.0,85896.0,199548.0,266.0,0.0,9216.0,20172.0,5234900.0,4413871.0,39063.0,798967.0,15848.0,16.0,16408.0,32614.0,351605.0,16177.0,27.0,16180.0,72746.0,390431.0,15848.0,333.0,0.0,0.0,0.0,0.0,92.0,72.0,4183113.0,3777224.0,0.0,935.0,54483.0,104950.0,107752.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,49897.0,60236.0,7140.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,935.0,3.0,266.0,-1.0,32768.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4166004.0,9147.0,51912.0,8884.0,80.0,6.0,78464.0,81377.0,3.0,4.0,438.0,860.0,437.0,0.0,71517.0,159648.0,860.0,0.0,30710.0,70886.0,4804975.0,4246534.0,216537.0,1304276.0,40827.0,10.0,41376.0,151620.0,1302830.0,40869.0,507.0,40546.0,118608.0,525734.0,40547.0,2.0,0.0,0.0,0.0,0.0,72.0,92.0,4016639.0,3657342.0,0.0,860.0,65042.0,96940.0,99616.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,57071.0,48921.0,24092.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,438.0,4.0,860.0,8192.0,31.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4306494.0,10304.0,40988.0,8059.0,80.0,6.0,42929.0,53033.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4061536.0,510398.0,0.0,53034.0,53042.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,32.0,3879560.0,3500288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212267.0,7917.0,60183.0,7837.0,3389.0,6.0,79888.0,1108135.0,8.0,7.0,1148.0,1581.0,676.0,0.0,70918.0,148319.0,1173.0,0.0,33106.0,70919.0,4109198.0,3745017.0,646000.0,2603701.0,444165.0,35.0,590699.0,710347.0,3183243.0,472630.0,26.0,477576.0,489604.0,1379828.0,375392.0,12224.0,0.0,0.0,0.0,0.0,172.0,152.0,3593794.0,3240049.0,0.0,1173.0,72437.0,95804.0,98451.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55263.0,48474.0,25948.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1148.0,7.0,1581.0,8192.0,62852.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3406639.0,8976.0,49404.0,31455.0,80.0,6.0,67812.0,14697098.0,6.0,7.0,1127.0,1757.0,1125.0,0.0,80140.0,198834.0,989.0,0.0,38361.0,72068.0,794217.0,1177046.0,3455490.0,5424403.0,1957743.0,52.0,1611840.0,1956910.0,4126758.0,1175622.0,196.0,2317580.0,2851566.0,3958750.0,1746418.0,10504.0,0.0,0.0,0.0,0.0,132.0,144.0,1117098.0,718874.0,0.0,1126.0,98854.0,169640.0,174090.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,74022.0,55418.0,30006.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1127.0,7.0,1757.0,8192.0,18980.0,2.0,20.0,664520.0,0.0,517589.0,250877.0,329694.0,0.0,215013.0,383250.0
4306269.0,10304.0,40538.0,8059.0,80.0,6.0,42973.0,62479334.0,5.0,6.0,350.0,935.0,349.0,0.0,41029.0,100559.0,935.0,0.0,17954.0,57346.0,225754.0,482094.0,4132258.0,6051990.0,2445799.0,12.0,1875363.0,2618436.0,4657095.0,1610818.0,258.0,2513695.0,3367117.0,4458192.0,2081680.0,4.0,0.0,0.0,0.0,0.0,168.0,200.0,356381.0,146836.0,0.0,935.0,26672.0,74685.0,76541.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,24112.0,28978.0,14002.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,350.0,6.0,935.0,-1.0,219.0,1.0,0.0,33973.0,0.0,13539.0,14538.0,898884.0,0.0,630613.0,706350.0
4310247.0,10304.0,48494.0,8059.0,80.0,6.0,43140.0,34785.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4169495.0,404565.0,0.0,34786.0,34794.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,32.0,3974319.0,3577894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4543893.0,10311.0,59767.0,8062.0,80.0,6.0,83616.0,1283.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4438768.0,22154.0,0.0,1284.0,1292.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,4200529.0,3813419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,32738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037556.0,8853.0,54435.0,7608.0,53.0,17.0,79496.0,902.0,1.0,1.0,36.0,97.0,35.0,30.0,19562.0,0.0,97.0,97.0,10168.0,0.0,5420514.0,4441839.0,15789.0,0.0,903.0,911.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,4204457.0,3817045.0,29.0,97.0,8644.0,5245.0,5625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14821.0,15950.0,7917.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,97.0,-1.0,-1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4311139.0,9152.0,80.0,9052.0,50278.0,6.0,43114.0,4486441.0,4.0,4.0,935.0,374.0,934.0,0.0,85896.0,199548.0,374.0,0.0,9782.0,24667.0,1617940.0,1673765.0,2937376.0,4933178.0,1455107.0,12.0,58072.0,141716.0,892666.0,43883.0,32.0,1730061.0,2518101.0,3512532.0,1369987.0,19265.0,0.0,0.0,0.0,0.0,136.0,136.0,1804354.0,1135408.0,0.0,935.0,50269.0,96919.0,99595.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45698.0,60236.0,7596.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,935.0,4.0,374.0,-1.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4315355.0,9152.0,80.0,9052.0,58710.0,6.0,42447.0,5415705.0,4.0,4.0,935.0,366.0,934.0,0.0,85896.0,199548.0,366.0,0.0,9531.0,24208.0,894455.0,1361186.0,3290509.0,5242244.0,1736322.0,14.0,72046.0,173691.0,1893465.0,71731.0,20.0,2087521.0,2753328.0,3772870.0,1588513.0,278.0,0.0,0.0,0.0,0.0,136.0,136.0,1457195.0,874178.0,0.0,935.0,49522.0,96299.0,98957.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45174.0,60236.0,7394.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,935.0,4.0,366.0,-1.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,58676.0,0.0,55482.0,80423.0
310770.0,8790.0,53310.0,7012.0,80.0,6.0,54272.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4449186.0,1264.0,0.0,68.0,76.0,67.0,709.0,0.0,67.0,67.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,4212763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2238.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
